status	case	seconds	input_sha256	output	phase_ir	residual_vmi_ops	diagnostic	phase_regions	phase_loops	phase_vloads	phase_vstores	phase_vmi_instances	phase_local_boundaries	phase_hard_boundaries	source_tileop_kinds	source_tileop_instances	assessment
PASS	_jit_qkv_proj_rope_test_20260723_031029/ptoas/qr_proj_seed.pto	5	b08db81827342f5411b8ab52b3c74211e068a8c3b48f7376e0bf8a533a5bd5cf	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_qkv_proj_rope_test_20260723_031029/ptoas/qr_proj_seed.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_qkv_proj_rope_test_20260723_031029/ptoas/qr_proj_seed	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=44470, socket=/tmp/tilelib_daemon_44464.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=44470)	0	2	0	0	0	1	1	2	2	hard_boundary_only
PASS	_jit_qkv_proj_rope_test_20260723_031029/ptoas/qr_rms_norm_quant.pto	103	79e500b602997bf707b59c3ac8803918f9e09cf91d10e85fabc12cac8a7a44a2	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_qkv_proj_rope_test_20260723_031029/ptoas/qr_rms_norm_quant.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_qkv_proj_rope_test_20260723_031029/ptoas/qr_rms_norm_quant	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=44519, socket=/tmp/tilelib_daemon_44514.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=44519)	19	2	0	0	21	20	13	17	54	fusion_candidate_with_local_boundaries
PASS	_jit_qkv_proj_rope_test_20260723_031234/ptoas/kv_proj_matmul.pto	48	ad0d3fc06634bc4b8d5a8906a3a7201327fc9853eafc773855c83c614a262fc5	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_qkv_proj_rope_test_20260723_031234/ptoas/kv_proj_matmul.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_qkv_proj_rope_test_20260723_031234/ptoas/kv_proj_matmul	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=44913, socket=/tmp/tilelib_daemon_44907.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=44913)	0	2	0	0	0	0	23	4	23	hard_boundary_only
PASS	_jit_qkv_proj_rope_test_20260723_031234/ptoas/kv_proj_seed.pto	5	237c35b3fb316f19290f1897921067ff775a6d2763f42f444c74b579ed185e9d	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_qkv_proj_rope_test_20260723_031234/ptoas/kv_proj_seed.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_qkv_proj_rope_test_20260723_031234/ptoas/kv_proj_seed	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=45050, socket=/tmp/tilelib_daemon_45047.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=45050)	0	2	0	0	0	1	1	2	2	hard_boundary_only
PASS	_jit_qkv_proj_rope_test_20260723_031234/ptoas/kv_rms_norm_rope.pto	134	b0fe4634d64e3401bd320226a12eee4b6b0b8d7b36937f566a2ae6c4e5e2d948	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_qkv_proj_rope_test_20260723_031234/ptoas/kv_rms_norm_rope.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_qkv_proj_rope_test_20260723_031234/ptoas/kv_rms_norm_rope	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=45061, socket=/tmp/tilelib_daemon_45058.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=45061)	31	5	0	0	32	18	20	17	70	fusion_candidate_with_local_boundaries
PASS	_jit_qkv_proj_rope_test_20260723_031234/ptoas/q_rope_prepare.pto	54	0ead3b5cd111f7ac783205882345db587d7aa5f198cd7f2a4f3c2e013eac865b	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_qkv_proj_rope_test_20260723_031234/ptoas/q_rope_prepare.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_qkv_proj_rope_test_20260723_031234/ptoas/q_rope_prepare	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=45310, socket=/tmp/tilelib_daemon_45307.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=45310)	11	2	0	0	11	9	8	13	28	fusion_candidate_with_local_boundaries
PASS	_jit_qkv_proj_rope_test_20260723_031234/ptoas/qproj_dequant_rms_nope_rope.pto	86	8a49404a6f640bd335637f1084a69389561d3daca2387d7007397ecd8ba0e2e1	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_qkv_proj_rope_test_20260723_031234/ptoas/qproj_dequant_rms_nope_rope.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_qkv_proj_rope_test_20260723_031234/ptoas/qproj_dequant_rms_nope_rope	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=45413, socket=/tmp/tilelib_daemon_45410.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=45413)	22	4	0	0	24	8	14	13	46	fusion_candidate_with_local_boundaries
PASS	_jit_qkv_proj_rope_test_20260723_031234/ptoas/qproj_matmul.pto	46	b305ff7ae2b4181a6abb2d1689315c68a506fb4f8329b8bd0037c31301d64480	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_qkv_proj_rope_test_20260723_031234/ptoas/qproj_matmul.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_qkv_proj_rope_test_20260723_031234/ptoas/qproj_matmul	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=45586, socket=/tmp/tilelib_daemon_45583.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=45586)	0	6	0	0	0	0	24	4	24	hard_boundary_only
PASS	_jit_qkv_proj_rope_test_20260723_031234/ptoas/qr_proj_matmul.pto	44	7063adddb12ba85e5f9c804de51f6706352ef1304ccea9ee9a9c18c75dcdef29	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_qkv_proj_rope_test_20260723_031234/ptoas/qr_proj_matmul.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_qkv_proj_rope_test_20260723_031234/ptoas/qr_proj_matmul	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=45673, socket=/tmp/tilelib_daemon_45669.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=45673)	0	2	0	0	0	0	23	4	23	hard_boundary_only
PASS	_jit_qkv_proj_rope_test_20260723_031234/ptoas/qr_proj_seed.pto	5	3385ef495d60951b80b4ca2840b1a18fa8d36ab702d655d73ebf6ea3e38709e8	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_qkv_proj_rope_test_20260723_031234/ptoas/qr_proj_seed.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_qkv_proj_rope_test_20260723_031234/ptoas/qr_proj_seed	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=45752, socket=/tmp/tilelib_daemon_45749.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=45752)	0	2	0	0	0	1	1	2	2	hard_boundary_only
PASS	_jit_qkv_proj_rope_test_20260723_031234/ptoas/qr_rms_norm_quant.pto	105	5ad91a5c8fdcb0a37af59ce599ccc2a04222d12de2062159406fc5eddf928257	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_qkv_proj_rope_test_20260723_031234/ptoas/qr_rms_norm_quant.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_qkv_proj_rope_test_20260723_031234/ptoas/qr_rms_norm_quant	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=45760, socket=/tmp/tilelib_daemon_45757.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=45760)	19	2	0	0	21	20	13	17	54	fusion_candidate_with_local_boundaries
PASS	_jit_rms_norm_test_20260723_030917/ptoas/rms_norm.pto	55	8a189311bc16b2b7b17620a695e93958feeb817c567bc3b7fd0b724c893d25b2	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_rms_norm_test_20260723_030917/ptoas/rms_norm.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_rms_norm_test_20260723_030917/ptoas/rms_norm	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=45970, socket=/tmp/tilelib_daemon_45969.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=45970)	12	2	0	0	13	9	8	12	30	fusion_candidate_with_local_boundaries
PASS	_jit_rms_norm_test_20260723_030929/ptoas/rms_norm.pto	56	af9a7648e49427ef51028fbcf1f5b1f771ae4cd1470b487b907624f74fc63759	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_rms_norm_test_20260723_030929/ptoas/rms_norm.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_rms_norm_test_20260723_030929/ptoas/rms_norm	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=46098, socket=/tmp/tilelib_daemon_46093.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=46098)	12	2	0	0	13	9	8	12	30	fusion_candidate_with_local_boundaries
